Timestamp,Player IGN,CM Group,Kitasan Black LB in Account (Non-borrow),Super Creek LB in Account (Non-borrow),Select a round to fill data,R1D1 - Uma 1,R1D1 - Uma 1 Role,R1D1 - Uma 1 Running Style,R1D1 - Uma 2,R1D1 - Uma 2 Role,R1D1 - Uma 2 Running Style,R1D1 - Uma 3,R1D1 - Uma 3 Role,R1D1 - Uma 3 Running Style,R1D1 - No. of wins,R1D1 - No. of races played,R1D2 - Uma 1,R1D2 - Uma 1 Role,R1D2 - Uma 1 Running Style,R1D2 - Uma 2,R1D2 - Uma 2 Role,R1D2 - Uma 2 Running Style,R1D2 - Uma 3,R1D2 - Uma 3 Role,R1D2 - Uma 3 Running Style,R1D2 - No. of wins,R1D2 - No. of races played,Round 2 Group,R2D1 - Uma 1,R2D1 - Uma 1 Role,R2D1 - Uma 1 Running Style,R2D1 - Uma 2,R2D1 - Uma 2 Role,R2D1 - Uma 2 Running Style,R2D1 - Uma 3,R2D1 - Uma 3 Role,R2D1 - Uma 3 Running Style,R2D1 - No. of wins,R2D1 - No. of races played,R2D2 - Uma 1,R2D2 - Uma 1 Role,R2D2 - Uma 1 Running Style,R2D2 - Uma 2,R2D2 - Uma 2 Role,R2D2 - Uma 2 Running Style,R2D2 - Uma 3,R2D2 - Uma 3 Role,R2D2 - Uma 3 Running Style,R2D2 - No. of wins,R2D2 - No. of races played,Finals Group,FINALS - Uma 1,FINALS - Uma 1 Role,FINALS - Uma 1 Running Style,FINALS - Uma 2,FINALS - Uma 2 Role,FINALS - Uma 2 Running Style,FINALS - Uma 3,FINALS - Uma 3 Role,FINALS - Uma 3 Running Style,FINALS RESULTS,How much have you spent on the game so far? (EUR/USD),R1D1 - Uma 1 Role (Norm),R1D1 - Uma 2 Role (Norm),R1D1 - Uma 3 Role (Norm),R1D2 - Uma 1 Role (Norm),R1D2 - Uma 2 Role (Norm),R1D2 - Uma 3 Role (Norm),R2D1 - Uma 1 Role (Norm),R2D1 - Uma 2 Role (Norm),R2D1 - Uma 3 Role (Norm),R2D2 - Uma 1 Role (Norm),R2D2 - Uma 2 Role (Norm),R2D2 - Uma 3 Role (Norm),FINALS - Uma 1 Role (Norm),FINALS - Uma 2 Role (Norm),FINALS - Uma 3 Role (Norm),R1D1 - Uma 1 Running Style (Norm),R1D1 - Uma 2 Running Style (Norm),R1D1 - Uma 3 Running Style (Norm),R1D2 - Uma 1 Running Style (Norm),R1D2 - Uma 2 Running Style (Norm),R1D2 - Uma 3 Running Style (Norm),R2D1 - Uma 1 Running Style (Norm),R2D1 - Uma 2 Running Style (Norm),R2D1 - Uma 3 Running Style (Norm),R2D2 - Uma 1 Running Style (Norm),R2D2 - Uma 2 Running Style (Norm),R2D2 - Uma 3 Running Style (Norm),FINALS - Uma 1 Running Style (Norm),FINALS - Uma 2 Running Style (Norm),FINALS - Uma 3 Running Style (Norm)
2025-11-08 08:38:10.876,Suary,Graded (No Limit),,,End Survey,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Grass Wonder,Debuffer,Late Surger,Nice Nature,Debuffer,Late Surger,11.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Grass Wonder,Debuffer,Late Surger,Nice Nature,Debuffer,Late Surger,10.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Grass Wonder,Debuffer,Late Surger,Nice Nature,Debuffer,Late Surger,15.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Grass Wonder,Debuffer,Late Surger,Nice Nature,Debuffer,Late Surger,14.0,20.0,A,Maruzensky (Summer),Aoharu Made Ace,Front Runner,Nice Nature,Debuffer,Late Surger,Grass Wonder,Debuffer,Late Surger,2ND,F2P,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Front Runner,Late Surger,Late Surger,Front Runner,Late Surger,Late Surger,Front Runner,Late Surger,Late Surger,Front Runner,Late Surger,Late Surger,Front Runner,Late Surger,Late Surger
2025-11-08 08:39:19.155,Blazze,Graded (No Limit),,0LB,End Survey,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,12.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,12.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,12.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,12.0,20.0,,,,,,,,,,,NAN,F2P,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,,,,Front Runner,Pace Chaser,Late Surger,Front Runner,Pace Chaser,Late Surger,Front Runner,Pace Chaser,Late Surger,Front Runner,Pace Chaser,Late Surger,,,
2025-11-08 08:41:49.125,Jordan,Graded (No Limit),MLB,0LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,$1-$100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-08 08:41:53.621,toxina,Graded (No Limit),1LB,2LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,$101-$500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-08 08:43:42.335,Baboon,Graded (No Limit),MLB,0LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,2ND,$101-$500,,,,,,,,,,,,,Ace,Ace,Ace,,,,,,,,,,,,,Front Runner,End Closer,Late Surger
2025-11-08 08:45:37.165,rk,Graded (No Limit),3LB,1LB,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,Late Surger,15.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,Late Surger,16.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Grass Wonder,Debuffer,Late Surger,7.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,Late Surger,11.0,20.0,,,,,,,,,,,NAN,F2P,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,,,,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger,Pace Chaser,Late Surger,Late Surger,Pace Chaser,End Closer,Late Surger,,,
2025-11-08 08:50:03.642,Halidaaaf,Graded (No Limit),,3LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,F2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 06:13:54.137,Syrud,Graded (No Limit),,1LB,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Symboli Rudolf,Debuffer,Pace Chaser,3.0,15.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Symboli Rudolf,Debuffer,Pace Chaser,2.0,15.0,B,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Oguri Cap,Debuffer,Pace Chaser,10.0,15.0,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Symboli Rudolf,Debuffer,Pace Chaser,9.0,15.0,B,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Symboli Rudolf,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,3RD,$501-$1000,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Ace,Pace Chaser,Pace Chaser,Pace Chaser,Pace Chaser,Pace Chaser,Pace Chaser,Pace Chaser,Pace Chaser,Pace Chaser,Pace Chaser,Pace Chaser,Pace Chaser,Pace Chaser,Pace Chaser,Pace Chaser
2025-11-08 09:04:04.513,ScallionStallion,Graded (No Limit),MLB,1LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,$101-$500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-08 09:16:40.432,Flashdany,Graded (No Limit),0LB,0LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,F2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-08 09:20:24.426,charlie,Graded (No Limit),,2LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,$1-$100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-08 09:24:54.411,Astral,Graded (No Limit),3LB,1LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,15.0,20.0,,,,,,,,,,,NAN,$1-$100,,,,,,,,,,Ace,Ace,Ace,,,,,,,,,,,,,Front Runner,Pace Chaser,End Closer,,,
2025-11-08 09:26:37.130,Kittymaster,Graded (No Limit),MLB,MLB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,TM Opera O,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,1ST,$501-$1000,,,,,,,,,,,,,Ace,Ace,Ace,,,,,,,,,,,,,Pace Chaser,Pace Chaser,End Closer
2025-11-08 09:29:16.015,Link,Graded (No Limit),MLB,2LB,End Survey,Special Week (Summer),"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,13.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,$1-$100,Ace,Ace,Debuffer,,,,,,,,,,,,,Late Surger,Front Runner,Late Surger,,,,,,,,,,,,
2025-11-08 09:31:02.944,Zero,Graded (No Limit),0LB,2LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,F2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-08 09:34:29.489,Valery,Graded (No Limit),3LB,MLB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,$501-$1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-08 09:36:24.781,idk,Graded (No Limit),MLB,1LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,$1000++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-08 09:36:52.642,Moa Mao,Open (B And Below),,1LB,End Survey,Maruzensky,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Super Creek,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,End Closer,18.0,20.0,Maruzensky,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Super Creek,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,End Closer,20.0,20.0,A,Maruzensky,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Super Creek,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,End Closer,16.0,20.0,Super Creek,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,End Closer,19.0,20.0,,,,,,,,,,,NAN,$1-$100,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,,,,Pace Chaser,Pace Chaser,End Closer,Pace Chaser,Pace Chaser,End Closer,Pace Chaser,Pace Chaser,End Closer,Pace Chaser,End Closer,End Closer,,,
2025-11-08 09:37:25.978,Ronaldo,Graded (No Limit),MLB,,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,F2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-08 09:37:29.095,Scrooge,Graded (No Limit),MLB,,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,F2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-08 09:40:15.356,a,Graded (No Limit),,1LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,$1-$100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-08 09:40:39.076,ghypu,Graded (No Limit),1LB,MLB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,$1-$100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-08 09:41:51.423,vgolfer,Graded (No Limit),2LB,0LB,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,Agnes Tachyon,Debuffer,Late Surger,10.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,Agnes Tachyon,Debuffer,Late Surger,13.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,Agnes Tachyon,Debuffer,Late Surger,5.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,Late Surger,Grass Wonder,Debuffer,Late Surger,5.0,20.0,,,,,,,,,,,NAN,$1-$100,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,,,,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger,,,
2025-11-08 09:46:22.474,Itzame,Graded (No Limit),,0LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,B,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Symboli Rudolf,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,NAN,F2P,,,,,,,Ace,Ace,Debuffer,,,,,,,,,,,,,End Closer,Pace Chaser,Late Surger,,,,,,
2025-11-08 09:49:38.611,Doctah,Graded (No Limit),1LB,0LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,F2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-08 09:51:07.440,Canez,Graded (No Limit),3LB,1LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Meisho Doto,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Symboli Rudolf,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,10.0,20.0,,,,,,,,,,,NAN,$101-$500,,,,,,,,,,Ace,Ace,Ace,,,,,,,,,,,,,End Closer,Pace Chaser,Late Surger,,,
2025-11-09 14:39:21.676,Joshie,Graded (No Limit),3LB,3LB,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Nice Nature,Debuffer,Late Surger,15.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Nice Nature,Debuffer,Late Surger,14.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Nice Nature,Debuffer,Late Surger,10.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Nice Nature,Debuffer,Late Surger,8.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold City,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Nice Nature,Debuffer,Late Surger,2ND,$101-$500,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger
2025-11-08 09:53:09.268,SpaceU33,Graded (No Limit),2LB,2LB,End Survey,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,10.0,15.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,8.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,$1-$100,Ace,Ace,Ace,Ace,Ace,Ace,,,,,,,,,,Pace Chaser,End Closer,Pace Chaser,Pace Chaser,End Closer,Pace Chaser,,,,,,,,,
2025-11-08 09:53:21.135,zhyj,Graded (No Limit),3LB,0LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,F2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-08 09:54:34.266,Anonymous,Graded (No Limit),MLB,MLB,End Survey,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Daiwa Scarlet,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,17.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Daiwa Scarlet,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,16.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Daiwa Scarlet,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,20.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Daiwa Scarlet,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,17.0,20.0,,,,,,,,,,,NAN,F2P,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,,,,Front Runner,Front Runner,Late Surger,Front Runner,Front Runner,Late Surger,Front Runner,Front Runner,Late Surger,Front Runner,Front Runner,Late Surger,,,
2025-11-08 10:04:07.237,AiiriCon,Graded (No Limit),1LB,0LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,F2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-08 10:04:32.999,Hebii sumoku,Open (B And Below),MLB,,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,$1-$100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-08 10:07:28.999,Sakanaa,Graded (No Limit),,MLB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,F2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-08 10:23:04.472,2,Graded (No Limit),MLB,0LB,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,15.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,F2P,Ace,Ace,Debuffer,,,,,,,,,,,,,Pace Chaser,Front Runner,Late Surger,,,,,,,,,,,,
2025-11-08 10:28:04.768,Sapphire,Graded (No Limit),MLB,MLB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,13.0,15.0,,,,,,,,,,,NAN,$101-$500,,,,,,,,,,Ace,Ace,Debuffer,,,,,,,,,,,,,Front Runner,Pace Chaser,Late Surger,,,
2025-11-09 07:00:31.919,MoaiMan,Graded (No Limit),0LB,0LB,End Survey,Special Week,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Hybrid,Pace Chaser,Nice Nature,Debuffer,Late Surger,7.0,10.0,,,,,,,,,,,,A,Special Week,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Hybrid,Pace Chaser,Nice Nature,Debuffer,Late Surger,9.0,20.0,,,,,,,,,,,,B,Special Week,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Hybrid,Pace Chaser,Nice Nature,Debuffer,Late Surger,1ST,F2P,Ace,Debuffer,Debuffer,,,,Ace,Debuffer,Debuffer,,,,Ace,Debuffer,Debuffer,Pace Chaser,Pace Chaser,Late Surger,,,,Pace Chaser,Pace Chaser,Late Surger,,,,Pace Chaser,Pace Chaser,Late Surger
2025-11-08 10:31:51.284,bialysm,Graded (No Limit),1LB,0LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,$1-$100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-08 10:39:27.172,FyreWhale,Graded (No Limit),2LB,2LB,End Survey,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,Symboli Rudolf,Debuffer,Late Surger,3.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,$1-$100,Ace,Debuffer,Debuffer,,,,,,,,,,,,,Front Runner,Late Surger,Late Surger,,,,,,,,,,,,
2025-11-08 11:02:32.153,Azure,Open (B And Below),3LB,0LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,1ST,F2P,,,,,,,,,,,,,Ace,Ace,Debuffer,,,,,,,,,,,,,Front Runner,Pace Chaser,Late Surger
2025-11-08 11:03:32.447,Onimius,Graded (No Limit),MLB,1LB,End Survey,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Agnes Tachyon,Hybrid,Late Surger,Nice Nature,Debuffer,Late Surger,15.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Agnes Tachyon,Hybrid,Late Surger,Nice Nature,Debuffer,Late Surger,17.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Agnes Tachyon,Sacrifice,Front Runner,Nice Nature,Debuffer,Late Surger,6.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Agnes Tachyon,Hybrid,Late Surger,Nice Nature,Debuffer,Late Surger,14.0,20.0,,,,,,,,,,,NAN,F2P,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Other,Debuffer,Ace,Debuffer,Debuffer,,,,Front Runner,Late Surger,Late Surger,Front Runner,Late Surger,Late Surger,Front Runner,Front Runner,Late Surger,Front Runner,Late Surger,Late Surger,,,
2025-11-10 09:19:15.150,Arkhrer,Graded (No Limit),1LB,0LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Oguri Cap,Aoharu Made Ace,Pace Chaser,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,2ND,$1-$100,,,,,,,,,,,,,Ace,Ace,Debuffer,,,,,,,,,,,,,Pace Chaser,Pace Chaser,Late Surger
2025-11-09 12:53:02.230,ShySan,Graded (No Limit),MLB,0LB,End Survey,Nice Nature,Debuffer,Late Surger,Vodka,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Symboli Rudolf,Hybrid,End Closer,9.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,Nice Nature,Debuffer,Late Surger,Vodka,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Mejiro Ryan,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,13.0,15.0,A,Nice Nature,Debuffer,Late Surger,Mejiro Ryan,Aoharu Made Ace,Late Surger,Vodka,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,1ST,F2P,Debuffer,Ace,Debuffer,,,,,,,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Late Surger,Late Surger,End Closer,,,,,,,Late Surger,Late Surger,Late Surger,Late Surger,Late Surger,Late Surger
